Window resized to 1280, 800
         25683851 function calls (25534927 primitive calls) in 24.489 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.015    0.015 resource.py:85(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
       31    0.000    0.000    0.000    0.000 event.py:160(register_event_type)
        1    0.000    0.000    0.005    0.005 lib.py:37(<module>)
       92    0.000    0.000    0.000    0.000 __init__.py:674(<lambda>)
       17    0.000    0.000    0.000    0.000 event.py:230(set_handler)
        1    0.000    0.000    0.000    0.000 types.py:199(LOGFONT)
        1    0.000    0.000    0.000    0.000 __main__.py:152(make_player)
       16    0.000    0.000    0.000    0.000 efilter.py:95(pipe)
        1    0.000    0.000    0.002    0.002 sortedlist.py:3(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:308(_create_)
        1    0.000    0.000    0.000    0.000 sorteddict.py:58(__init__)
       27    0.000    0.000    0.000    0.000 allocation.py:85(__init__)
        4    0.000    0.000    0.000    0.000 wgl_info.py:56(get_extensions)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 types.py:269(MONITORINFOEX)
        3    0.000    0.000    0.000    0.000 weakref.py:155(__setitem__)
        2    0.000    0.000    0.000    0.000 ntpath.py:465(normpath)
        6    0.000    0.000    0.000    0.000 types.py:68(MAKEINTRESOURCE)
       38    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        1    0.000    0.000    0.000    0.000 layout.py:1722(IncrementalTextLayout)
        1    0.000    0.000    0.000    0.000 __init__.py:259(Text)
      168    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.026    0.026 world.py:1(<module>)
       26    0.000    0.000    0.000    0.000 __init__.py:241(_event_wrapper)
       11    0.000    0.000    0.000    0.000 inspect.py:268(isroutine)
        1    0.000    0.000    0.002    0.002 hashlib.py:53(<module>)
        6    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:900(create_module)
      145    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:653(create_module)
       11    0.000    0.000    0.000    0.000 vertexdomain.py:133(<listcomp>)
        4    0.000    0.000    0.000    0.000 win32.py:97(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.002    0.002 base.py:211(_legacy_setup)
        1    0.000    0.000    0.002    0.002 lib.py:36(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        8    0.000    0.000    0.001    0.000 resource.py:14(open_data)
        1    0.000    0.000    0.000    0.000 document.py:165(<module>)
        1    0.000    0.000    0.005    0.005 clock.py:139(<module>)
        1    0.000    0.000    0.000    0.000 sortedset.py:11(SortedSet)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        7    0.000    0.000    0.000    0.000 sortedlist.py:31(recursive_repr)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        3    0.000    0.000    0.000    0.000 event.py:217(set_handlers)
       85    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.003    0.003 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 caret.py:61(Caret)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:738(close)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
       15    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
        1    0.000    0.000    0.000    0.000 sorteddict.py:3(<module>)
        5    0.000    0.000    0.000    0.000 world.py:62(add_system)
        1    0.000    0.000    0.000    0.000 clock.py:156(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:360(__delitem__)
       23    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.026    0.013 image.py:1(<module>)
       32    0.000    0.000    0.000    0.000 main.py:90(on_mouse_motion)
       11    0.000    0.000    0.000    0.000 vertexattribute.py:461(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:526(_convert)
        4    0.000    0.000    0.000    0.000 __main__.py:225(make_wall)
        2    0.000    0.000    0.000    0.000 __init__.py:387(_set_color)
        2    0.000    0.000    0.000    0.000 base.py:293(_set_has_exit)
        9    0.000    0.000    0.000    0.000 __init__.py:713(__init__)
        5    0.000    0.000    0.000    0.000 sortedlist.py:121(add)
        7    0.000    0.000    0.000    0.000 ntpath.py:220(splitext)
        3    0.000    0.000    0.000    0.000 clock.py:523(schedule_interval)
        1    0.000    0.000    0.001    0.001 main.py:64(on_resize)
       14    0.000    0.000    0.000    0.000 box.py:67(right)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:333(VertexList)
        5    0.000    0.000    0.000    0.000 enum.py:355(_get_mixins_)
        6    0.000    0.000    0.000    0.000 ntpath.py:120(splitdrive)
        3    0.000    0.000    0.000    0.000 base.py:86(__init__)
       40    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:602(ImageData)
       85    0.000    0.000    0.000    0.000 __init__.py:996(_apply_region_unpack)
        2    0.000    0.000    0.011    0.005 __init__.py:64(get_display)
       25    0.000    0.000    0.008    0.000 re.py:222(compile)
       27    0.000    0.000    0.000    0.000 allocation.py:119(set_capacity)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:1(<module>)
       42    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        4    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 com.py:136(__new__)
        1    0.000    0.000    0.020    0.020 resource.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:132(<listcomp>)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
       11    0.000    0.000    0.000    0.000 vertexattribute.py:380(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:541(<dictcomp>)
        1    0.000    0.000    0.000    0.000 world.py:14(__init__)
        2    0.000    0.000    0.000    0.000 __main__.py:216(make_parallax_background)
        1    0.000    0.000    0.000    0.000 layout.py:534(ScrollableTextLayoutGroup)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
        1    0.000    0.000    0.000    0.000 com.py:70(<module>)
        1    0.000    0.000    0.345    0.345 __init__.py:197(_create_shadow_window)
        2    0.000    0.000    0.000    0.000 __init__.py:367(_set_font)
       18    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 enum.py:447(Enum)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:320(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       83    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.002    0.002 string.py:61(__init__)
        1    0.000    0.000    0.010    0.010 __init__.py:59(<module>)
        3    0.000    0.000    0.000    0.000 event.py:178(push_handlers)
        1    0.000    0.000    0.000    0.000 sortedlist.py:52(SortedList)
        3    0.000    0.000    0.001    0.000 __init__.py:106(get_decoder)
        2    0.000    0.000    0.304    0.152 win32.py:18(match)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:214(DocumentLabel)
        9    0.000    0.000    0.000    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(TarInfo)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       69    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.013    0.013 main.py:1(<module>)
        3    0.000    0.000    0.009    0.003 layout.py:868(_set_document)
        1    0.000    0.000    0.006    0.006 entity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0192CDF8}
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 layout.py:1597(ScrollableTextLayout)
        5    0.000    0.000    0.004    0.001 document.py:593(set_style)
       16    0.000    0.000    0.000    0.000 efilter.py:90(find_duplicate)
        1    0.000    0.000    0.000    0.000 __init__.py:50(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        2    0.000    0.000    0.000    0.000 ntpath.py:197(split)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(exec_module)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
       19    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        7    0.000    0.000    0.000    0.000 resource.py:81(<listcomp>)
        7    0.000    0.000    0.000    0.000 com.py:122(__get__)
        1    0.000    0.000    0.004    0.004 base.py:325(destroy)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       13    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 win32.py:13(enum_proc)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       10    0.000    0.000    0.000    0.000 box.py:59(left)
        1    0.000    0.000    0.004    0.004 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 motion.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:102(on_mouse_release)
        3    0.000    0.000    0.000    0.000 document.py:271(__init__)
        1    0.000    0.000    0.000    0.000 box.py:5(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:947(_event_getminmaxinfo)
        2    0.000    0.000    0.000    0.000 win32.py:230(set_vsync)
        3    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        2    0.000    0.000    0.000    0.000 ntpath.py:237(dirname)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 inspect.py:259(isbuiltin)
        1    0.000    0.000    0.000    0.000 sorteddict.py:51(SortedDict)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        3    0.000    0.000    0.000    0.000 base.py:362(delete_buffer)
        3    0.000    0.000    0.000    0.000 plaintext.py:44(decode)
        1    0.000    0.000    0.000    0.000 box.py:9(box)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:130(notify)
        1    0.000    0.000    0.000    0.000 tarfile.py:1380(TarFile)
        1    0.000    0.000    0.000    0.000 event.py:38(<module>)
        1    0.000    0.000    0.006    0.006 base.py:114(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
        1    0.000    0.000    0.000    0.000 sortedset.py:3(<module>)
        8    0.000    0.000    0.000    0.000 box.py:83(top)
        5    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 timer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        2    0.000    0.000    0.000    0.000 base.py:269(__init__)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 caret.py:49(<module>)
        3    0.000    0.000    0.000    0.000 document.py:582(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:1113(_get_internalformat)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 resource.py:105(get_script_home)
        1    0.000    0.000    0.000    0.000 message.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       23    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.000    0.000 tilemap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 __init__.py:1128(ImageDataRegion)
        4    0.000    0.000    0.000    0.000 wgl_info.py:66(have_extension)
       11    0.000    0.000    0.000    0.000 allocation.py:90(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(ModuleInfo)
        1    0.000    0.000    0.001    0.001 main.py:97(on_mouse_press)
        3    0.000    0.000    0.000    0.000 __init__.py:97(add)
        1    0.000    0.000    0.001    0.001 acceleration.py:1(<module>)
        5    0.000    0.000    0.004    0.001 document.py:493(set_style)
        1    0.000    0.000    0.000    0.000 zipfile.py:961(ZipFile)
        1    0.000    0.000    0.000    0.000 document.py:260(AbstractDocument)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        2    0.000    0.000    0.000    0.000 __init__.py:388(<listcomp>)
       23    0.000    0.000    0.000    0.000 os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 compat.py:38(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        6    0.000    0.000    0.000    0.000 sortedlist.py:1311(_make_cmp)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:889(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:300(AbstractImage)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 resource.py:282(__init__)
       28    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:931(_event_setfocus)
        1    0.000    0.000    0.000    0.000 sortedlist.py:1453(SortedListWithKey)
        1    0.000    0.000    0.000    0.000 __init__.py:1390(Texture)
       14    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       14    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        5    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
       17    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:939(_event_killfocus)
        1    0.000    0.000    0.016    0.016 __init__.py:378(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:27(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.007    0.007 __init__.py:67(_require_ctypes_version)
        3    0.000    0.000    0.001    0.000 __init__.py:202(decode_text)
        2    0.000    0.000    0.000    0.000 __init__.py:301(set_vsync)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.009    0.009 __init__.py:724(on_close)
        5    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       16    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
        1    0.000    0.000    0.000    0.000 sortedlist.py:175(update)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 clock.py:227(__init__)
        1    0.000    0.000    0.000    0.000 input.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:377(__setitem__)
        6    0.000    0.000    0.000    0.000 sortedset.py:101(_make_cmp)
        1    0.000    0.000    0.010    0.010 __init__.py:220(__init__)
        3    0.000    0.000    0.000    0.000 abc.py:151(register)
        2    0.000    0.000    0.000    0.000 ntpath.py:530(abspath)
        2    0.000    0.000    0.000    0.000 base.py:68(get_default_screen)
        1    0.000    0.000    0.000    0.000 __init__.py:1224(Logger)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 win32.py:177(create_context)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 subprocess.py:833(Popen)
        1    0.000    0.000    0.000    0.000 atlas.py:59(<module>)
        1    0.000    0.000    0.000    0.000 sortedlist.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        3    0.000    0.000    0.000    0.000 clock.py:187(__init__)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:752(Handler)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 win32.py:92(start)
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.000    0.000    0.000    0.000 base.py:96(EventLoop)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 resource.py:267(Loader)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
       32    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1239(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1183(_fixupParents)
        1    0.000    0.000    0.000    0.000 __main__.py:197(make_cursor)
        1    0.000    0.000    0.000    0.000 __main__.py:205(make_static_image)
        1    0.000    0.000    0.000    0.000 inspect.py:2636(Signature)
        2    0.000    0.000    0.000    0.000 __init__.py:94(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:341(_FuncPtr)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 image.py:9(__init__)
        1    0.000    0.000    0.000    0.000 friction.py:1(<module>)
        5    0.000    0.000    0.000    0.000 document.py:597(_set_style)
        1    0.000    0.000    0.000    0.000 base.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 re.py:240(escape)
        3    0.000    0.000    0.000    0.000 weakref.py:310(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        2    0.000    0.000    0.304    0.152 base.py:132(get_best_config)
        2    0.000    0.000    0.000    0.000 __init__.py:100(remove)
        2    0.000    0.000    0.000    0.000 win32.py:27(__init__)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        4    0.000    0.000    0.000    0.000 base.py:324(__init__)
        2    0.000    0.000    0.000    0.000 base.py:282(attach)
        1    0.000    0.000    0.000    0.000 sorteddict.py:400(KeysView)
        1    0.000    0.000    0.000    0.000 zipfile.py:694(ZipExtFile)
        3    0.000    0.000    0.000    0.000 vertexbuffer.py:344(__del__)
        1    0.000    0.000    0.000    0.000 debug.py:167(m_window_resized)
        1    0.000    0.000    0.000    0.000 png.py:1377(Reader)
        1    0.000    0.000    0.000    0.000 win32.py:139(Win32CanvasConfigARB)
        2    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 image.py:4(image)
        2    0.000    0.000    0.000    0.000 base.py:102(__init__)
        1    0.000    0.000    0.000    0.000 event.py:137(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:271(loads)
        3    0.000    0.000    0.000    0.000 resource.py:104(image_size)
        4    0.000    0.000    0.000    0.000 __init__.py:614(__lt__)
        1    0.000    0.000    0.000    0.000 base.py:342(on_window_close)
        2    0.000    0.000    0.000    0.000 win32.py:189(__init__)
       13    0.000    0.000    0.000    0.000 vertexdomain.py:326(_is_empty)
        1    0.000    0.000    0.000    0.000 base.py:310(exit)
        1    0.000    0.000    0.000    0.000 base.py:24(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:211(_acquireLock)
        2    0.000    0.000    0.000    0.000 enum.py:209(__call__)
        1    0.000    0.000    0.000    0.000 base.py:211(Context)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 motion.py:36(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
        1    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        2    0.000    0.000    0.000    0.000 base.py:255(<lambda>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 audio.py:1(<module>)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        4    0.000    0.000    0.000    0.000 sortedlist.py:143(_expand)
        1    0.000    0.000    0.000    0.000 motion.py:49(attach)
        1    0.000    0.000    0.000    0.000 clock.py:201(Clock)
        1    0.000    0.000    0.000    0.000 __init__.py:1132(getLogger)
        1    0.000    0.000    0.000    0.000 solid.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:291(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:225(_PlatformEventHandler)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        1    0.000    0.000    0.000    0.000 world.py:9(world)
        4    0.000    0.000    0.000    0.000 enum.py:254(__getattr__)
        1    0.000    0.000    0.000    0.000 sorteddict.py:616(ItemsView)
        1    0.000    0.000    0.000    0.000 runlist.py:37(<module>)
        1    0.000    0.000    0.000    0.000 xy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 s3tc.py:51(PackedImageData)
        1    0.000    0.000    0.000    0.000 com.py:152(IUnknown)
        1    0.000    0.000    0.000    0.000 image_batch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:761(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 camera.py:28(camera)
        2    0.000    0.000    0.000    0.000 clock.py:448(set_fps_limit)
        1    0.000    0.000    0.000    0.000 png.py:400(Writer)
        1    0.000    0.000    0.000    0.000 event.py:73(WindowEventLogger)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 plaintext.py:36(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 win32query.py:178(LOGFONT)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        2    0.000    0.000    0.011    0.005 __init__.py:1758(get_default_display)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
       16    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 types.py:164(BITMAPV5HEADER)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 xy.py:3(xy)
        1    0.000    0.000    0.000    0.000 __init__.py:309(Batch)
        1    0.000    0.000    0.000    0.000 vertexdomain.py:764(IndexedVertexList)
        2    0.000    0.000    0.000    0.000 base.py:264(<lambda>)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 efilter.py:32(<module>)
        1    0.000    0.000    0.000    0.000 types.py:279(DEVMODE)
        1    0.000    0.000    0.000    0.000 gl_info.py:67(GLInfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:670(Filterer)
        2    0.000    0.000    0.000    0.000 __init__.py:508(_set_halign)
        2    0.000    0.000    0.000    0.000 weakref.py:261(update)
        1    0.000    0.000    0.000    0.000 velocity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorteddict.py:509(ValuesView)
       28    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 base.py:8(Config)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 base.py:265(Font)
        1    0.000    0.000    0.000    0.000 __init__.py:742(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 __init__.py:1556(LoggerAdapter)
        1    0.000    0.000   23.260   23.260 __init__.py:135(run)
        1    0.000    0.000    0.000    0.000 base.py:28(__init__)
        5    0.000    0.000    0.004    0.001 layout.py:998(on_style_text)
        1    0.000    0.000    0.001    0.001 __init__.py:803(_event_lbuttonup)
        1    0.000    0.000    0.000    0.000 ntpath.py:74(join)
       12    0.000    0.000    0.000    0.000 __init__.py:486(<lambda>)
        4    0.000    0.000    0.000    0.000 __init__.py:611(_get_window_proc)
        1    0.000    0.000    0.000    0.000 __init__.py:444(HTMLLabel)
        1    0.000    0.000    0.000    0.000 __init__.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 sorteddict.py:335(update)
        1    0.000    0.000    0.000    0.000 document.py:181(InlineElement)
        2    0.000    0.000    0.000    0.000 __init__.py:461(_set_width)
        2    0.000    0.000    0.000    0.000 base.py:245(<lambda>)
        1    0.000    0.000    0.000    0.000 __main__.py:236(make_boundary)
        1    0.000    0.000    0.000    0.000 glu_info.py:68(GLUInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:504(AbstractImageSequence)
        1    0.000    0.000    0.000    0.000 win32.py:129(compatible)
        1    0.000    0.000    0.000    0.000 win32query.py:240(NEWTEXTMETRIC)
        2    0.000    0.000    0.000    0.000 __init__.py:220(_releaseLock)
        2    0.000    0.000    0.000    0.000 __init__.py:423(_set_y)
        1    0.000    0.000    0.000    0.000 png.py:2403(pngfilters)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 camera.py:33(__init__)
        2    0.000    0.000    0.000    0.000 base.py:1(base)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 win32.py:226(Win32Font)
        1    0.000    0.000    0.000    0.000 event.py:152(EventDispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1791(Texture3D)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:120(AbstractBuffer)
        1    0.000    0.000    0.000    0.000 allocation.py:88(Allocator)
        1    0.000    0.000    0.000    0.000 __init__.py:418(Formatter)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 debug.py:23(debug)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
